1,0.000632,MB
2,0.00116,MB
3,0.00116,MB
4,0.00116,MB
5,0.00116,MB
6,0.00116,MB
7,0.00116,MB
8,0.00116,MB
9,0.00116,MB
10,0.00116,MB
11,0.00116,MB
12,0.00116,MB
13,0.00116,MB
14,0.00116,MB
15,0.00116,MB
16,0.00116,MB
17,0.00116,MB
18,0.00116,MB
19,0.00116,MB
20,0.000632,MB
21,0.00116,MB
22,0.00116,MB
23,0.00116,MB
24,0.00116,MB
25,0.00116,MB
26,0.00116,MB
27,0.00116,MB
28,0.00116,MB
29,0.00116,MB
30,0.00116,MB
31,0.00116,MB
32,0.00116,MB
33,0.00116,MB
34,0.00116,MB
35,0.00116,MB
36,0.00116,MB
37,0.00116,MB
38,0.00116,MB
39,0.000632,MB
40,0.00116,MB
41,0.00116,MB
42,0.00116,MB
43,0.00116,MB
44,0.00116,MB
45,0.00116,MB
46,0.00116,MB
47,0.00116,MB
48,0.00116,MB
49,0.00116,MB
50,0.00116,MB
51,0.00116,MB
52,0.00116,MB
53,0.00116,MB
54,0.00116,MB
55,0.00116,MB
56,0.00116,MB
57,0.00116,MB
58,0.00116,MB
59,0.00116,MB
60,0.000632,MB
61,0.00116,MB
62,0.00116,MB
63,0.00116,MB
64,0.00116,MB
65,0.00116,MB
66,0.00116,MB
67,0.00116,MB
68,0.00116,MB
69,0.00116,MB
70,0.00116,MB
71,0.00116,MB
72,0.00116,MB
73,0.000632,MB
74,0.000632,MB
75,0.00116,MB
76,0.00116,MB
77,0.00116,MB
78,0.00116,MB
79,0.00116,MB
80,0.00116,MB
81,0.00116,MB
82,0.00116,MB
83,0.00116,MB
84,0.00116,MB
85,0.00116,MB
86,0.00116,MB
87,0.00116,MB
88,0.00116,MB
89,0.00116,MB
90,0.00116,MB
91,0.00116,MB
92,0.00116,MB
93,0.00116,MB
94,0.00116,MB
95,0.00116,MB
96,0.00116,MB
97,0.00116,MB
98,0.00116,MB
99,0.00116,MB
100,0.00116,MB
101,0.00116,MB
102,0.00116,MB
103,0.00116,MB
104,0.000632,MB
105,0.000632,MB
106,0.00116,MB
107,0.00116,MB
108,0.00116,MB
109,0.00116,MB
110,0.000632,MB
111,0.00116,MB
112,0.00116,MB
113,0.00116,MB
114,0.00116,MB
115,0.00116,MB
116,0.00116,MB
117,0.00116,MB
118,0.00116,MB
119,0.00116,MB
120,0.00116,MB
121,0.00116,MB
122,0.00116,MB
123,0.00116,MB
124,0.00116,MB
125,0.00116,MB
126,0.00116,MB
127,0.00116,MB
128,0.00116,MB
129,0.00116,MB
130,0.00116,MB
131,0.00116,MB
132,0.00116,MB
133,0.00116,MB
134,0.00116,MB
135,0.00116,MB
136,0.00116,MB
137,0.00116,MB
138,0.00116,MB
139,0.00116,MB
1,0.000632,MB
2,0.00116,MB
3,0.00116,MB
4,0.00116,MB
